year,state,district,writein,special,runoff,winner,party,winVotes,totalVotes,runnerUp,ruParty,ruVotes,rawMargin,decMargin
2004,Arizona,4,False,False,False,Ed Pastor,democrat,77150,110027.0,Don Karg,republican,28238,48912,0.4445454297581503
2006,Arizona,4,False,False,False,Ed Pastor,democrat,56464,77861.0,Don Karg,republican,18627,37837,0.48595574164215716
2006,Arizona,4,False,False,False,Ed Pastor,democrat,56464,77861.0,Don Karg,republican,18627,37837,0.48595574164215716
2008,Arizona,4,False,False,,Ed Pastor,democrat,89721,124427.0,Don Karg,republican,26435,63286,0.508619511842285
2008,Arizona,4,False,False,,Ed Pastor,democrat,89721,124427.0,Don Karg,republican,26435,63286,0.508619511842285
2010,Arizona,4,False,False,,Ed Pastor,democrat,61524,91907.0,Janet Contreras,republican,25300,36224,0.39413755209070034
2010,Arizona,4,False,False,,Ed Pastor,democrat,61524,91907.0,Janet Contreras,republican,25300,36224,0.39413755209070034
2012,Arizona,4,False,False,,Paul A. Gosar,republican,162907,243760.0,Johnnie Robinson,democrat,69154,93753,0.3846119133574007
2012,Arizona,4,False,False,,Paul A. Gosar,republican,162907,243760.0,Johnnie Robinson,democrat,69154,93753,0.3846119133574007
2014,Arizona,4,False,False,,Paul A. Gosar,republican,122560,175179.0,Mike Weisser,democrat,45179,77381,0.4417253209574207
2014,Arizona,4,False,False,,Paul A. Gosar,republican,122560,175179.0,Mike Weisser,democrat,45179,77381,0.4417253209574207
2016,Arizona,4,False,False,,Paul A. Gosar,republican,203487,284783.0,Mikel Weisser,democrat,81296,122191,0.4290670440300159
2016,Arizona,4,False,False,,Paul A. Gosar,republican,203487,284783.0,Mikel Weisser,democrat,81296,122191,0.4290670440300159
2018,Arizona,4,False,False,,Paul Gosar,republican,188842,277035.0,David Brill,democrat,84521,104321,0.37656252820040786
2018,Arizona,4,False,False,,Paul Gosar,republican,188842,277035.0,David Brill,democrat,84521,104321,0.37656252820040786
2000,Arizona,5,False,False,False,Jim Kolbe,republican,172986,287609.0,George Cunningham,democrat,101564,71422,0.24833019829003966
2000,Arizona,5,False,False,False,Jim Kolbe,republican,172986,287609.0,George Cunningham,democrat,101564,71422,0.24833019829003966
2002,Arizona,5,False,False,False,J. D. Hayworth,republican,103870,169812.0,Craig Columbus,democrat,61559,42311,0.24916378112265325
2002,Arizona,5,False,False,False,J. D. Hayworth,republican,103870,169812.0,Craig Columbus,democrat,61559,42311,0.24916378112265325
2004,Arizona,5,False,False,False,J. D. Hayworth,republican,159455,268007.0,Elizabeth Rogers,democrat,102363,57092,0.2130242866790793
2004,Arizona,5,False,False,False,J. D. Hayworth,republican,159455,268007.0,Elizabeth Rogers,democrat,102363,57092,0.2130242866790793
2006,Arizona,5,False,False,False,Harry Mitchell,democrat,101838,202010.0,J. D. Hayworth,republican,93815,8023,0.0397158556507104
2006,Arizona,5,False,False,False,Harry Mitchell,democrat,101838,202010.0,J. D. Hayworth,republican,93815,8023,0.0397158556507104
2008,Arizona,5,False,False,,Harry E. Mitchell,democrat,149033,280365.0,David Schweikert,republican,122165,26868,0.09583221871488945
2008,Arizona,5,False,False,,Harry E. Mitchell,democrat,149033,280365.0,David Schweikert,republican,122165,26868,0.09583221871488945
2010,Arizona,5,False,False,,David Schweikert,republican,110374,212250.0,Harry E. Mitchell,democrat,91749,18625,0.08775029446407534
2010,Arizona,5,False,False,,David Schweikert,republican,110374,212250.0,Harry E. Mitchell,democrat,91749,18625,0.08775029446407534
2012,Arizona,5,False,False,,Matt Salmon,republican,183470,273059.0,Spencer Morgan,democrat,89589,93881,0.34381214316319914
2012,Arizona,5,False,False,,Matt Salmon,republican,183470,273059.0,Spencer Morgan,democrat,89589,93881,0.34381214316319914
2014,Arizona,5,False,False,,Matt Salmon,republican,124867,179463.0,James Woods,democrat,54596,70271,0.39156260621966643
2014,Arizona,5,False,False,,Matt Salmon,republican,124867,179463.0,James Woods,democrat,54596,70271,0.39156260621966643
2016,Arizona,5,False,False,,Andy Biggs,republican,205184,320124.0,Talia Fuentes,democrat,114940,90244,0.28190326248578673
2016,Arizona,5,False,False,,Andy Biggs,republican,205184,320124.0,Talia Fuentes,democrat,114940,90244,0.28190326248578673
2018,Arizona,5,False,False,,Andy Biggs,republican,186037,313064.0,Joan Greene,democrat,127027,59010,0.18849180998134568
2018,Arizona,5,False,False,,Andy Biggs,republican,186037,313064.0,Joan Greene,democrat,127027,59010,0.18849180998134568
2000,Arizona,6,False,False,False,J. D. Hayworth,republican,186687,304004.0,Larry Nelson,democrat,108317,78370,0.2577926606228866
2000,Arizona,6,False,False,False,J. D. Hayworth,republican,186687,304004.0,Larry Nelson,democrat,108317,78370,0.2577926606228866
2002,Arizona,6,False,False,False,Jeff Flake,republican,103094,156337.0,Deborah Thomas,democrat,49355,53739,0.3437382065665837
2002,Arizona,6,False,False,False,Jeff Flake,republican,103094,156337.0,Deborah Thomas,democrat,49355,53739,0.3437382065665837
2004,Arizona,6,False,False,False,Jeff Flake,republican,202882,255577.0,Craig Stritar,libertarian,52695,150187,0.5876389502967794
2004,Arizona,6,False,False,False,Jeff Flake,republican,202882,255577.0,Craig Stritar,libertarian,52695,150187,0.5876389502967794
2006,Arizona,6,False,False,False,Jeff Flake,republican,152201,203486.0,Jason M. Blair,libertarian,51285,100916,0.4959358383377726
2006,Arizona,6,False,False,False,Jeff Flake,republican,152201,203486.0,Jason M. Blair,libertarian,51285,100916,0.4959358383377726
2008,Arizona,6,False,False,,Jeff Flake,republican,208582,334176.0,Rebecca Schneider,democrat,115457,93125,0.27867052092310635
2008,Arizona,6,False,False,,Jeff Flake,republican,208582,334176.0,Rebecca Schneider,democrat,115457,93125,0.27867052092310635
2010,Arizona,6,False,False,,Jeff Flake,republican,165649,249383.0,Rebecca Schneider,democrat,72615,93034,0.3730567039453371
2010,Arizona,6,False,False,,Jeff Flake,republican,165649,249383.0,Rebecca Schneider,democrat,72615,93034,0.3730567039453371
2012,Arizona,6,False,False,,David Schweikert,republican,179706,293177.0,Matt Jette,democrat,97666,82040,0.2798309553614369
2012,Arizona,6,False,False,,David Schweikert,republican,179706,293177.0,Matt Jette,democrat,97666,82040,0.2798309553614369
2014,Arizona,6,False,False,,David Schweikert,republican,129578,199776.0,W. John Williamson,democrat,70198,59380,0.2972329008489509
2014,Arizona,6,False,False,,David Schweikert,republican,129578,199776.0,W. John Williamson,democrat,70198,59380,0.2972329008489509
2016,Arizona,6,False,False,,David Schweikert,republican,201578,324444.0,W. John Williamson,democrat,122866,78712,0.24260581178878327
2016,Arizona,6,False,False,,David Schweikert,republican,201578,324444.0,W. John Williamson,democrat,122866,78712,0.24260581178878327
2018,Arizona,6,False,False,,David Schweikert,republican,173140,313699.0,Anita Malik,democrat,140559,32581,0.10386070723846741
2018,Arizona,6,False,False,,David Schweikert,republican,173140,313699.0,Anita Malik,democrat,140559,32581,0.10386070723846741
2002,Arizona,7,False,False,False,Ra_l M. Grijalva,democrat,61256,103818.0,Ross Hieb,republican,38474,22782,0.21944171530948386
2002,Arizona,7,False,False,False,Ra_l M. Grijalva,democrat,61256,103818.0,Ross Hieb,republican,38474,22782,0.21944171530948386
2004,Arizona,7,False,False,False,Raul M. Grijalva,democrat,108868,175437.0,Joseph Sweeney,republican,59066,49802,0.28387398325324764
2004,Arizona,7,False,False,False,Raul M. Grijalva,democrat,108868,175437.0,Joseph Sweeney,republican,59066,49802,0.28387398325324764
2006,Arizona,7,False,False,False,Ra___l M. Grijalva,democrat,80354,131525.0,Ron Drake,republican,46498,33856,0.25741113856681236
2006,Arizona,7,False,False,False,Ra___l M. Grijalva,democrat,80354,131525.0,Ron Drake,republican,46498,33856,0.25741113856681236
2008,Arizona,7,False,False,,Ra_l M. Grijalva,democrat,124304,196489.0,Joseph Sweeney,republican,64425,59879,0.30474479487401335
2008,Arizona,7,False,False,,Ra_l M. Grijalva,democrat,124304,196489.0,Joseph Sweeney,republican,64425,59879,0.30474479487401335
2010,Arizona,7,False,False,,Raul M. Grijalva,democrat,79935,159144.0,Ruth McClung,republican,70385,9550,0.06000854571959985
2010,Arizona,7,False,False,,Raul M. Grijalva,democrat,79935,159144.0,Ruth McClung,republican,70385,9550,0.06000854571959985
2012,Arizona,7,False,False,,Ed Pastor,democrat,104489,127827.0,Joe Cobb,libertarian,23338,81151,0.6348502272602814
2012,Arizona,7,False,False,,Ed Pastor,democrat,104489,127827.0,Joe Cobb,libertarian,23338,81151,0.6348502272602814
2014,Arizona,7,False,False,,Ruben Gallego,democrat,54235,72454.0,Joe Cobb,libertarian,10715,43520,0.6006569685593618
2014,Arizona,7,False,False,,Ruben Gallego,democrat,54235,72454.0,Joe Cobb,libertarian,10715,43520,0.6006569685593618
2016,Arizona,7,False,False,,Ruben Gallego,democrat,119465,158811.0,Eve Nunez,republican,39286,80179,0.504870569418995
2016,Arizona,7,False,False,,Ruben Gallego,democrat,119465,158811.0,Eve Nunez,republican,39286,80179,0.504870569418995
2018,Arizona,7,False,False,,Ruben Gallego,democrat,113044,132051.0,Gary Swing,green,18706,94338,0.7144057977599564
2018,Arizona,7,False,False,,Ruben Gallego,democrat,113044,132051.0,Gary Swing,green,18706,94338,0.7144057977599564
2002,Arizona,8,False,False,False,Jim Kolbe,republican,126930,200428.0,Mary Judge Ryan,democrat,67328,59602,0.29737362045223226
2002,Arizona,8,False,False,False,Jim Kolbe,republican,126930,200428.0,Mary Judge Ryan,democrat,67328,59602,0.29737362045223226
2004,Arizona,8,False,False,False,Jim Kolbe,republican,183363,303769.0,Eva Bacal,democrat,109963,73400,0.2416309761693919
2004,Arizona,8,False,False,False,Jim Kolbe,republican,183363,303769.0,Eva Bacal,democrat,109963,73400,0.2416309761693919
2006,Arizona,8,False,False,False,Gabrielle Giffords,democrat,137655,253720.0,Randy Graf,republican,106790,30865,0.12164985022859853
2006,Arizona,8,False,False,False,Gabrielle Giffords,democrat,137655,253720.0,Randy Graf,republican,106790,30865,0.12164985022859853
2008,Arizona,8,False,False,,Gabrielle Giffords,democrat,179629,328266.0,Tim Bee,republican,140553,39076,0.11903760974331795
2008,Arizona,8,False,False,,Gabrielle Giffords,democrat,179629,328266.0,Tim Bee,republican,140553,39076,0.11903760974331795
2010,Arizona,8,False,False,,Gabrielle Giffords,democrat,138280,283578.0,Jesse Kelly,republican,134124,4156,0.014655579769939808
2010,Arizona,8,False,False,,Gabrielle Giffords,democrat,138280,283578.0,Jesse Kelly,republican,134124,4156,0.014655579769939808
2012,Arizona,8,False,False,,Trent Franks,republican,172809,272791.0,Gene Scharer,democrat,95635,77174,0.28290522781176797
2012,Arizona,8,False,False,,Trent Franks,republican,172809,272791.0,Gene Scharer,democrat,95635,77174,0.28290522781176797
2014,Arizona,8,False,False,,Trent Franks,republican,128710,169776.0,Stephen Dolgos,americans elect,41066,87644,0.5162331542738667
2014,Arizona,8,False,False,,Trent Franks,republican,128710,169776.0,Stephen Dolgos,americans elect,41066,87644,0.5162331542738667
2016,Arizona,8,False,False,,Trent Franks,republican,204942,298971.0,Mark Salazar,green,93954,110988,0.37123333032300787
2016,Arizona,8,False,False,,Trent Franks,republican,204942,298971.0,Mark Salazar,green,93954,110988,0.37123333032300787
2018,Arizona,8,False,False,,Debbie Lesko,republican,168835,304417.0,Hiral Tipirneni,democrat,135569,33266,0.10927773416070719
2018,Arizona,8,False,False,,Debbie Lesko,republican,168835,304417.0,Hiral Tipirneni,democrat,135569,33266,0.10927773416070719
2012,Arizona,9,False,False,,Kyrsten Sinema,democrat,121881,250131.0,Vernon B. Parker,republican,111630,10251,0.04098252515681783
2012,Arizona,9,False,False,,Kyrsten Sinema,democrat,121881,250131.0,Vernon B. Parker,republican,111630,10251,0.04098252515681783
2014,Arizona,9,False,False,,Kyrsten Sinema,democrat,88609,162062.0,Wendy Rogers,republican,67841,20768,0.12814848638175513
2014,Arizona,9,False,False,,Kyrsten Sinema,democrat,88609,162062.0,Wendy Rogers,republican,67841,20768,0.12814848638175513
2016,Arizona,9,False,False,,Kyrsten Sinema,democrat,169055,277507.0,Dave Giles,republican,108350,60705,0.21875123870749202
2016,Arizona,9,False,False,,Kyrsten Sinema,democrat,169055,277507.0,Dave Giles,republican,108350,60705,0.21875123870749202
2018,Arizona,9,False,False,,Greg Stanton,democrat,159583,261245.0,Stephen L Ferrara,republican,101662,57921,0.22171142031426444
2018,Arizona,9,False,False,,Greg Stanton,democrat,159583,261245.0,Stephen L Ferrara,republican,101662,57921,0.22171142031426444
2000,Arkansas,1,False,False,False,Marion Berry,democrat,120266,199956.0,Susan Myshka,republican,79437,40829,0.20418992178279227
2000,Arkansas,1,False,False,False,Marion Berry,democrat,120266,199956.0,Susan Myshka,republican,79437,40829,0.20418992178279227
2002,Arkansas,1,False,False,False,Marion Berry,democrat,129701,194058.0,Tommy Robinson,republican,64357,65344,0.3367240721846046
2002,Arkansas,1,False,False,False,Marion Berry,democrat,129701,194058.0,Tommy Robinson,republican,64357,65344,0.3367240721846046
2004,Arkansas,1,False,False,False,Marion Berry,democrat,162388,243944.0,Vernon Humphrey,republican,81556,80832,0.3313547371527892
2004,Arkansas,1,False,False,False,Marion Berry,democrat,162388,243944.0,Vernon Humphrey,republican,81556,80832,0.3313547371527892
2006,Arkansas,1,False,False,False,Marion Berry,democrat,127577,184188.0,"Mickey """"Stubby"""" Stumbaugh",republican,56611,70966,0.38529111559927903
2006,Arkansas,1,False,False,False,Marion Berry,democrat,127577,184188.0,"Mickey """"Stubby"""" Stumbaugh",republican,56611,70966,0.38529111559927903
2010,Arkansas,1,False,False,,Rick Crawford,republican,93224,180016.0,Chad Causey,democrat,78267,14957,0.08308705892809526
2010,Arkansas,1,False,False,,Rick Crawford,republican,93224,180016.0,Chad Causey,democrat,78267,14957,0.08308705892809526
2012,Arkansas,1,False,False,,"Eric A. """"Rick"""" Crawford",republican,138800,246843.0,Scott Ellington,democrat,96601,42199,0.1709548174345637
2012,Arkansas,1,False,False,,"Eric A. """"Rick"""" Crawford",republican,138800,246843.0,Scott Ellington,democrat,96601,42199,0.1709548174345637
2014,Arkansas,1,False,False,,"Eric A. """"Rick"""" Crawford",republican,124139,196256.0,Jackie McPherson,democrat,63555,60584,0.3086988423283874
2014,Arkansas,1,False,False,,"Eric A. """"Rick"""" Crawford",republican,124139,196256.0,Jackie McPherson,democrat,63555,60584,0.3086988423283874
2016,Arkansas,1,False,False,,"Eric A. """"Rick"""" Crawford",republican,183866,241047.0,Mark West,libertarian,57181,126685,0.525561405037192
2016,Arkansas,1,False,False,,"Eric A. """"Rick"""" Crawford",republican,183866,241047.0,Mark West,libertarian,57181,126685,0.525561405037192
2018,Arkansas,1,False,False,,Rick Crawford,republican,138757,201245.0,Chintan Desai,democrat,57907,80850,0.40174911177917466
2018,Arkansas,1,False,False,,Rick Crawford,republican,138757,201245.0,Chintan Desai,democrat,57907,80850,0.40174911177917466
2000,Arkansas,2,False,False,False,Vic Snyder,democrat,126957,220649.0,Bob Thomas,republican,93692,33265,0.15075980403264916
2000,Arkansas,2,False,False,False,Vic Snyder,democrat,126957,220649.0,Bob Thomas,republican,93692,33265,0.15075980403264916
2002,Arkansas,2,False,False,False,Vic Snyder,democrat,142752,153626.0,,,10874,131878,0.8584354210875764
2002,Arkansas,2,False,False,False,Vic Snyder,democrat,142752,153626.0,,,10874,131878,0.8584354210875764
2004,Arkansas,2,False,False,False,Vic Snyder,democrat,160834,276493.0,Marvin Parks,republican,115655,45179,0.1634001584126904
2004,Arkansas,2,False,False,False,Vic Snyder,democrat,160834,276493.0,Marvin Parks,republican,115655,45179,0.1634001584126904
2006,Arkansas,2,False,False,False,Vic Snyder,democrat,124871,206303.0,Andy Mayberry,republican,81432,43439,0.21055922599283577
2006,Arkansas,2,False,False,False,Vic Snyder,democrat,124871,206303.0,Andy Mayberry,republican,81432,43439,0.21055922599283577
2008,Arkansas,2,False,False,,Vic Snyder,democrat,212303,277366.0,Deb McFarland,green,64398,147905,0.533248487557956
2008,Arkansas,2,False,False,,Vic Snyder,democrat,212303,277366.0,Deb McFarland,green,64398,147905,0.533248487557956
2010,Arkansas,2,False,False,,Tim Griffin,republican,122091,210852.0,Joyce Elliott,democrat,80687,41404,0.19636522300001896
2010,Arkansas,2,False,False,,Tim Griffin,republican,122091,210852.0,Joyce Elliott,democrat,80687,41404,0.19636522300001896
2012,Arkansas,2,False,False,,Tim Griffin,republican,158175,286598.0,Herb Rule,democrat,113156,45019,0.15708064955093898
2012,Arkansas,2,False,False,,Tim Griffin,republican,158175,286598.0,Herb Rule,democrat,113156,45019,0.15708064955093898
2014,Arkansas,2,False,False,,French Hill,republican,123073,237330.0,Patrick Henry Hays,democrat,103477,19596,0.08256857540133988
2014,Arkansas,2,False,False,,French Hill,republican,123073,237330.0,Patrick Henry Hays,democrat,103477,19596,0.08256857540133988
